Organization,Active,License,UBI,Type,Address,Address Line 2,City,State,County,Zip,CreateDate,DayPhone
AGROPACK,ACTIVE (ISSUED),412741,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,391 E EXPORT RD,,SHELTON,WA,MASON,985840000,20180321,3604623400
MMS GARDENS,ACTIVE (ISSUED),412756,6.03319E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,16 COW TRAIL RD,,TONASKET,WA,OKANOGAN,986650000,20180430,2066600082
SOUND EXTRACTS,PENDING (ISSUED),416311,6.03498E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,26268 12 TREES LN NW BLDG6 110,BLDG 6 STE 110,POULSBO,WA,KITSAP,983706402,20180326,2064514480
EXPERIENCE ORGANICS,ACTIVE (ISSUED),412072,6.03296E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,46415 E BADGER RD   STE A,STE A,BENTON CITY,WA,BENTON,993200000,20180424,4258900275
THUNDER CHIEF FARMS,ACTIVE (ISSUED),416926,6.04054E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,42215 284TH AVE SE STE A,STE A,ENUMCLAW,WA,KING,980229227,20180508,2066737163
LOCALAMSTER,ACTIVE (ISSUED),414243,6.04194E+15,MARIJUANA RETAILER,1006 CALIFORNIA WAY,,LONGVIEW,WA,COWLITZ,986321615,20180326,3603533628
SUN GROWN ORGANIX,PENDING (ISSUED),416870,6.0336E+15,MARIJUANA PRODUCER TIER 3,1926 PINE CREEK RD UNIT 4,,TONASKET,WA,OKANOGAN,988550000,20180619,4259492873
ERHART CANNABIS CO,ACTIVE (ISSUED),412828,6.03448E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,186 CHEROKEE RD   STE F,STE F,OMAK,WA,OKANOGAN,988410000,20180420,4252418578
WORLD OF WEED,PENDING (ISSUED),414449,6.03402E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3202 E PORTLAND AVE,,TACOMA,WA,PIERCE,984044929,20180522,2532729333
GREEN THEORY FACTORIA,ACTIVE (ISSUED),421777,6.03411E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,12827 SE 40TH PL,,BELLEVUE,WA,KING,980061232,20180504,4252562662
AKULE STREET,ACTIVE (ISSUED),416615,6.02646E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2000 ROZA DRIVE PEN A,PEN A,ZILLAH,WA,YAKIMA,989530000,20180416,2062009849
BREEDEN FARMS,ACTIVE (ISSUED),412211,6.03576E+15,MARIJUANA PRODUCER TIER 3,221 OMAK RIVER RD,,OMAK,WA,OKANOGAN,988419673,20180522,5098990671
MODERN CREATIONS,ACTIVE (ISSUED),424430,6.03357E+15,MARIJUANA RETAILER,3014 S 320TH ST,,FEDERAL WAY,WA,KING,980035421,20180621,2064657550
GOLDEN GARDENS COMPANY,ACTIVE (ISSUED),416500,6.03361E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,10064 ENTIAT RIVER RD  UNIT A,UNIT A,ENTIAT,WA,CHELAN,988220000,20180605,2068528620
WASHINGTON STATE CANNABIS,ACTIVE (ISSUED),426458,6.03354E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,396 EVERGREEN DR,,NORTH BONNEVILLE,WA,SKAMANIA,986390000,20180320,5099013798
NUGS,ACTIVE (ISSUED),417083,6.0336E+15,MARIJUANA PRODUCER TIER 3,234805 E STRAIGHT BANK RD #D,STE D,KENNEWICK,WA,BENTON,993370000,20180409,5093790717
WESTERN BUD,ACTIVE (ISSUED),426849,6.04068E+15,MARIJUANA RETAILER,6186 STATE ROUTE 20 STE B,,ANACORTES,WA,SKAGIT,982218496,20180524,2062097254
CHIMACUM CANNABIS,ACTIVE (ISSUED),413492,6.03526E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,9034 BEAVER VALLEY ROAD,,CHIMACUM,WA,JEFFERSON,983258781,20180523,2066818394
BLUE ROCK ACRES,ACTIVE (ISSUED),412357,6.0335E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5160 LOWER GREEN CANYON RD #A,,ELLENSBURG,WA,KITTITAS,989260000,20180511,4252602104
NORTHWEST CANNABIS,ACTIVE (ISSUED),413996,6.03104E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1411 E OLIVE WAY,,SEATTLE,WA,KING,981222127,20180326,4256985381
FORBIDDEN FLOWER,ACTIVE (ISSUED),422303,6.03591E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,WA,KING,981680000,20180406,2062350635
THE GREEN GREEN GRASS OF HOME,PENDING (ISSUED),413018,6.03352E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1891 E LEE RD STE A,,WASHTUCNA,WA,ADAMS,993719746,20180403,5093942453
WASHINGTON GROW SOLUTIONS,ACTIVE (ISSUED),416235,6.03466E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,16810 415TH AVE SE STE C-1,,GOLD BAR,WA,SNOHOMISH,982519351,20180103,2067558857
GOOD VIBES CANNABIS COMPANY,ACTIVE (ISSUED),412830,6.03352E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,"31150 COSGROVE RD N, STE A",,ALMIRA,WA,LINCOLN,991038729,20180606,5096810011
BUDS UNLIMITED,ACTIVE (ISSUED),416621,6.02327E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,39355 E ORCHARD RD  STE A,,DAVENPORT,WA,LINCOLN,991220000,20180611,2065513371
NANA'S SECRET,ACTIVE (ISSUED),412885,6.03282E+15,MARIJUANA PROCESSOR,12001 AURORA AVE N STE B,UNIT A,SEATTLE,WA,KING,981138249,20180504,4257738435
OORI,ACTIVE (ISSUED),416129,6.0336E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,17737 59TH AVE NE,,ARLINGTON,WA,SNOHOMISH,982236452,20180427,2069799681
ALFHILD VENUTURES,ACTIVE (ISSUED),413202,6.03356E+15,MARIJUANA PROCESSOR,9510 14TH AVE S UNIT A,UNIT A,SEATTLE,WA,KING,981085065,20180420,2068182046
CASCADIA,ACTIVE (ISSUED),412349,6.03316E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,7741 ARAB DR SE SUITE C,,TUMWATER,WA,THURSTON,985016970,20180330,3603011842
47 DEGREES NORTH,ACTIVE (ISSUED),416340,6.03353E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,28221 N NORTH RD,,DEER PARK,WA,SPOKANE,990069363,20180530,3604204258
ORANGE STATE,ACTIVE (ISSUED),412409,6.03351E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,37315 N FRIDAY LN,,ELK,WA,SPOKANE,990090000,20180514,5099398433
KOUCHLOCK PRODUCTIONS,ACTIVE (ISSUED),423204,6.03105E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1405 W HALF MOON RD,,COLBERT,WA,SPOKANE,990050000,20180316,5093272777
RAY'S GARDEN,ACTIVE (ISSUED),418294,6.02286E+15,MARIJUANA PROCESSOR,3211 CITATION RD NE STE B,,MOSES LAKE,WA,GRANT,988370000,20180327,5097601980
DOUBLE DELICIOUS,ACTIVE (ISSUED),414462,6.03376E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,3919 MALAGA ALCOA HWY,,MALAGA,WA,CHELAN,988280000,20180620,2533813608
DRAGON HIGH,ACTIVE (ISSUED),412239,6.03319E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,532 132ND ST SW,,EVERETT,WA,SNOHOMISH,982047318,20180626,2083403971
NATURAL GREEN,PENDING (ISSUED),421687,6.03571E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,51 MORGAN ST UNIT B,,DAVENPORT,WA,LINCOLN,991220000,20180417,2062269725
SWEET AMBROSIA,ACTIVE (ISSUED),416857,6.03311E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,19531 183RD WAY SE STE A,,RENTON,WA,KING,980589737,20180530,2062271060
URBAN HERB,ACTIVE (ISSUED),416854,6.03308E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,920 PETTIT ST,,HAMILTON,WA,SKAGIT,982550000,20180417,2065950517
MMS ELEMENTAL,ACTIVE (ISSUED),419538,6.03319E+15,MARIJUANA PROCESSOR,2700 4TH AVE S STE E1,,SEATTLE,WA,KING,981340000,20180625,2066600082
JUST CANNABIS COMPANY,ACTIVE (ISSUED),426767,6.04155E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3303 S 35TH ST UNIT B-10,,TACOMA,WA,PIERCE,984094723,20180509,4242997080
DRIFTBOAT,ACTIVE (ISSUED),416551,6.03191E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,18101 E EUCLID AVE,,SPOKANE VALLEY,WA,SPOKANE,992161748,20180312,5094659482
RADNESS LABS,ACTIVE (ISSUED),415880,6.03507E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,9472 ROAD U NORTHWEST,,QUINCY,WA,GRANT,988480000,20180524,4257362781
LAURITZEN MANUFACTURING,PENDING (ISSUED),417221,6.03426E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,31612 160TH ST SE STE B,,SULTAN,WA,SNOHOMISH,982949711,20180620,4256988730
SOUTH COLBY INVESTORS,ACTIVE (ISSUED),416268,6.03368E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,111 N.E. RANCH DRIVE  STE C,STE C,TAHUYA,WA,MASON,985889773,20180614,6508885101
KUSH GARDEN,ACTIVE (ISSUED),415761,6.03524E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,41711 STATE RT 2,#2,GOLD BAR,WA,SNOHOMISH,982510000,20180423,2063812200
SUN GROWN ORGANIX,ACTIVE (ISSUED),421873,6.0336E+15,MARIJUANA PROCESSOR,9929 AIRPORT WAY UNIT 1,,SNOHOMISH,WA,SNOHOMISH,982968229,20180516,4259492873
ROLLING FARMS,PENDING (ISSUED),416113,6.03353E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,18520 67TH AVE NE,,ARLINGTON,WA,SNOHOMISH,982230000,20180619,4258029871
HIGHER EDUCATION,ACTIVE (ISSUED),416647,6.03362E+15,MARIJUANA PRODUCER TIER 3,576 INDIAN DAN CANYON RD,,BREWSTER,WA,OKANOGAN,988120000,20180508,2066795661
GREEN SOURCE,PENDING (ISSUED),412126,6.03347E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,3307 N LYONS RD #101,,SPOKANE,WA,SPOKANE,992249546,20180507,5095903818
FORBIDDEN CANNABIS CLUB,ACTIVE (ISSUED),422785,6.03604E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1171 WIND RIVER HIGHWAY,SUITE A,CARSON,WA,SKAMANIA,986100000,20180409,2532241442
LA ENTERPRISES,ACTIVE (ISSUED),417019,6.03408E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,5258 UPPER HEDGES RD STE A,STE A,WENATCHEE,WA,CHELAN,988018931,20180529,2538610850
FRESH GREENS,ACTIVE (ISSUED),413530,6.04199E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,29 HORIZON FLATS RD STE 8,,WINTHROP,WA,OKANOGAN,988628400,20180330,5094295556
EUPHORIUM 420,PENDING (ISSUED),420895,6.04149E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,17917 VASHON HWY SW,,VASHON,WA,KING,980705204,20180606,4255774533
NORTH WEST ROOTS,ACTIVE (ISSUED),413651,6.03389E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1520 CENTER ST  STE D,,TACOMA,WA,PIERCE,984090000,20180330,2085983318
PROPRIETARY PLANT VARIETIES,ACTIVE (ISSUED),417280,6.03359E+15,MARIJUANA PROCESSOR,30078 HIGHWAY 97 STE C,STE C,RIVERSIDE,WA,OKANOGAN,988490000,20180327,2069092962
UPPER SKAGIT VENTURES,ACTIVE (ISSUED),416027,6.03014E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,39549 BAKER LK RD  STE A,,CONCRETE,WA,SKAGIT,982379242,20180309,3608565104
BOTANICAL MADNESS,ACTIVE (ISSUED),417014,6.03499E+15,MARIJUANA PRODUCER TIER 2,74 PIT RD,STE C,BREWSTER,WA,OKANOGAN,988129676,20180612,8084422545
CANNABIS PROVISIONS INC. MUKILTEO,PENDING (ISSUED),421630,6.03304E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,11811 MUKILTEO SPEEDWAY,UNIT 111,MUKILTEO,WA,SNOHOMISH,982755442,20180621,2065795394
COWLITZ COUNTY CANNABIS CULTIVATION,PENDING (ISSUED),416502,6.03435E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1445 INDUSTRIAL WAY UNIT 19B,,LONGVIEW,WA,COWLITZ,986321033,20180611,3609574956
MAYFLOWER PARTNERS,ACTIVE (ISSUED),417311,6.03442E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,311 E EXPORT RD,,SHELTON,WA,MASON,985848559,20180418,4152791780
NORTHWEST BOTANTICALS,ACTIVE (ISSUED),417255,6.03226E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,9119 MOLLY LANE B-105,,ANACORTES,WA,SKAGIT,982219352,20180409,3603919478
NORTHERN GROW LLC,ACTIVE (ISSUED),414136,6.04048E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,23930 OSO LOOP RD   STE A,STE A,ARLINGTON,WA,SNOHOMISH,982235399,20180328,2062958833
SUGARLEAF FARM,PENDING (ISSUED),423406,6.03351E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,609 A SUNSET PARK DR,,SEDRO WOOLLEY,WA,SKAGIT,982841578,20180608,3607701285
STR8FIRE FARMS,ACTIVE (ISSUED),413337,6.03287E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,139 GREENACRES RD,UNIT 1,RIVERSIDE,WA,OKANOGAN,988490000,20180330,2062555579
BOTANY 5000,PENDING (ISSUED),414113,6.03544E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,16810 415TH AVE SE STE D-2,,GOLD BAR,WA,SNOHOMISH,982510000,20180421,2068329055
SON LUX,ACTIVE (ISSUED),416566,6.04112E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,1013 85TH AVE SE,STE A,TUMWATER,WA,THURSTON,985015730,20180606,3604891108
BLOOM,ACTIVE (ISSUED),414103,6.03355E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,10707 PACIFIC AVE S SUITE D,,TACOMA,WA,PIERCE,984446098,20180619,4254443456
MARIGOLD THC,ACTIVE (ISSUED),412559,6.04119E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,1606 HALVERSTICK RD  STE A,SUITE A,LYNDEN,WA,WHATCOM,982649526,20180503,3609270476
HIGH LIFE CANNABIS,ACTIVE (ISSUED),413805,6.03592E+15,MARIJUANA RETAILER,3948 3RD AVE UNIT 1,,LOON LAKE,WA,STEVENS,981489683,20180510,4171202040
EVERGREEN STATE ENTERPRISES LLC,ACTIVE (ISSUED),421878,6.03604E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3941 COLVILLE RD,,LOON LAKE,WA,STEVENS,991480000,20180419,3604702621
PLAUSIBLE PRODUCTS,PENDING (ISSUED),421577,6.03565E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,8296 AVONDALE WAY NE STE B,,REDMOND,WA,KING,980523302,20180531,2066508928
DIEGO PELLICER,ACTIVE (ISSUED),423754,6.03258E+15,MARIJUANA RETAILER,2215 4TH AVE S,,SEATTLE,WA,KING,981341516,20180509,2064553045
MARIJUANA FARM,ACTIVE (ISSUED),413196,6.03355E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,20301 W COULEE HITE RD SITE A,,SPOKANE,WA,SPOKANE,992248917,20180515,
GREEN2GO TOKIO,ACTIVE (ISSUED),422655,6.03303E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2008 N DURRY RD UNIT 2,,SPRAGUE,WA,ADAMS,990329621,20180320,5095917100
ORIGIN CANNABIS COMPANY,ACTIVE (ISSUED),415695,6.03346E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,2930 RICHARDS RD STE 100,,BELLEVUE,WA,KING,980054410,20180529,4254411000
AUNT DONNA'S,ACTIVE (ISSUED),412850,6.03351E+15,MARIJUANA PROCESSOR,2870 OCEAN AVENUE #4,,RAYMOND,WA,PACIFIC,985774906,20180514,3606600438
BUD BROTHERS,ACTIVE (ISSUED),426954,6.03348E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,8607 219TH ST STE A,STE A,WOODINVILLE,WA,SNOHOMISH,980724806,20180618,4257029217
MARPROD,ACTIVE (ISSUED),417099,6.03356E+15,MARIJUANA PROCESSOR,1199 W CUNNINGHAM RD,PARCEL 14,OTHELLO,WA,ADAMS,993440000,20180608,8433245119
STICKY BUDZ,ACTIVE (ISSUED),412076,6.03314E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,7560 YAKIMA VALLEY HWY STE A,STE A,ZILLAH,WA,YAKIMA,989539219,20180620,5099527193
MARGIES'S POT SHOP LLC,ACTIVE (ISSUED),413414,6.0343E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,405 E STUEBEN,,BINGEN,WA,KLICKITAT,986050000,20180608,5094930441
RED RIDGE FARMNS,ACTIVE (ISSUED),412627,6.03349E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,17731 59TH AVE NE BLDG 16  #B,,ARLINGTON,WA,SNOHOMISH,982236446,20170110,4256775203
EVERGROW NORTHWEST,ACTIVE (ISSUED),416804,6.03405E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1027 85TH AVE SW,,TUMWATER,WA,THURSTON,985015704,20180602,3605617263
"PANOPTICS, LLC",ACTIVE (ISSUED),416658,6.04119E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,5724 N SYCAMORE ST,,SPOKANE,WA,SPOKANE,992176507,20180519,2089727618
GREEN VOLCANO HEMP PRODUCTS,ACTIVE (ISSUED),412163,6.03435E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3053 RIGGS RD,,TOUCHET,WA,WALLA WALLA,993600000,20180307,2533070564
THE LUCKY LEAF,PENDING (ISSUED),413295,6.03573E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3411 N CAPITOL AVE STE A,,PASCO,WA,FRANKLIN,993010000,20180619,4252603482
SYSCO PANCHO'S,PENDING (ISSUED),415762,6.03251E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6262 CAMPBELL RD,,PESHASTIN,WA,CHELAN,988479712,20180611,5098817113
BMF WASHINGTON,PENDING (ISSUED),412149,6.03348E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1725 OCEAN AVE BLDG 15,,RAYMOND,WA,PACIFIC,985772813,20180614,2068412455
SEATTLE CANNABIS CO.,ACTIVE (ISSUED),426896,6.03318E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1713 NW MARKET ST,,SEATTLE,WA,KING,981075225,20180605,2062945839
420 FARMS,ACTIVE (ISSUED),412433,6.03413E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,11670 W HWY 28   STE C,STE C,QUINCY,WA,GRANT,988489709,20180509,2069316608
NORTH GARDENS,ACTIVE (ISSUED),417009,6.03359E+15,MARIJUANA PROCESSOR,171 BUSINESS PARK LOOP,,CARLSBORG,WA,CLALLAM,983240000,20180413,3604217131
DESERT QUANTUM LLC,ACTIVE (ISSUED),421485,6.03491E+15,MARIJUANA PROCESSOR,6481 PORTAL WAY    UNIT B,UNIT B,FERNDALE,WA,WHATCOM,982480000,20180406,2064095547
PIONEER PRODUCTION AND PROCESSING,ACTIVE (ISSUED),416063,6.03349E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,17835 59TH AVE NE BLDG 8 STE A,,ARLINGTON,WA,SNOHOMISH,982236303,20180416,3603227300
EVERGREEN NIRVANA,ACTIVE (ISSUED),412263,6.03346E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,3053 RIGGS RD,STE B,TOUCHET,WA,WALLA WALLA,993600000,20180320,5099544887
UPPER LEFT NATURALLY,ACTIVE (ISSUED),415882,6.03359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,841 RAINIER AVE S,,SEATTLE,WA,KING,981440000,20180611,2069202561
PHDC2,ACTIVE (ISSUED),412496,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1411 CENTER ST,,TACOMA,WA,PIERCE,984098210,20180510,2532248301
GREEN LADY,PENDING (ISSUED),415130,6.0336E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3044 PACIFIC AVE SE STE B,,OLYMPIA,WA,THURSTON,985012043,20180517,5098697574
WEEDY ACRES,ACTIVE (ISSUED),415862,6.03357E+15,MARIJUANA PRODUCER TIER 2,199 ROAD S.5,,WARDEN,WA,GRANT,988579739,20180413,5092634053
THE REEF,PENDING (ISSUED),426562,6.04107E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1525 E OLIVE WAY STE B,,SEATTLE,WA,KING,981222129,20180414,2066866362
TJ'S ORGANICS,ACTIVE (ISSUED),416941,6.03358E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1005 INDUSTRIAL WAY,,LONGVIEW,WA,COWLITZ,986321030,20180605,5099523906
WINTERLIFE,ACTIVE (ISSUED),412808,6.02024E+15,MARIJUANA PROCESSOR,10334 LAKE CITY WAY NE,,SEATTLE,WA,KING,981157738,20180405,2066594876
HIGH SOCIETY TACOMA,ACTIVE (ISSUED),423977,6.04133E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3906 S 12TH ST,,TACOMA,WA,PIERCE,984051507,20180612,2533023121
RAY'S GARDEN,ACTIVE (ISSUED),414290,6.02286E+15,MARIJUANA PRODUCER TIER 3,2255 ROAD E.5 NE STE A,,MOSES LAKE,WA,GRANT,988379583,20180327,5097601980
MAMA J'S,PENDING (ISSUED),412233,6.03332E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1445 INDUSTRIAL WAY STE 19A,,LONGVIEW,WA,COWLITZ,986321033,20180421,3062254754
CRAFT CANNABIS,ACTIVE (ISSUED),414027,6.03563E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,41305 N GRIFFIN RD STE D,,GRANDVIEW,WA,BENTON,989309688,20180531,2063721289
WESTERN BUD,ACTIVE (ISSUED),414959,6.03359E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,11401 RAINIER AVE S,,SEATTLE,WA,KING,981783947,20180418,2066124887
GRASSROOTS BAKE SHOPPE,ACTIVE (ISSUED),412324,6.01079E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,7104 254TH AVE NE,,REDMOND,WA,KING,980531996,20180416,2067130794
CANNABIS SWEET RELIEF,PENDING (ISSUED),422466,6.03594E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2427 W SIMS WAY STE F,,PORT TOWNSEND,WA,JEFFERSON,983682247,20180412,5416109508
DISCOVERY GARDEN,ACTIVE (ISSUED),416103,6.03382E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,409 LANE DE CHANTAL,,PORT TOWNSEND,WA,JEFFERSON,983688815,20180312,3603559919
ZOOBEES DOOBEES,ACTIVE (ISSUED),426503,6.03351E+15,MARIJUANA PROCESSOR,5520 E CATALDO AVE SUITE A&B,,SPOKANE VALLEY,WA,SPOKANE,992120913,20180326,5092160985
ROYAL CANNABIS PRODUCTION AND PROCESSING,ACTIVE (ISSUED),414267,6.01359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,14727 123RD AVE,,YELM,WA,THURSTON,985970000,20180308,2538619010
HERBIN SOLUTIONS INC,ACTIVE (ISSUED),425964,6.031E+15,MARIJUANA PROCESSOR,26129 CALVARY LN SUITE 300,,KINGSTON,WA,KITSAP,983467404,20180407,8189132871
BUDDHA'S BLESSING,ACTIVE (ISSUED),424690,6.03597E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,1511 E SPRAGUE AVE,,SPOKANE,WA,SPOKANE,992023112,20180404,5097039496
VISCRO HOLDINGS,ACTIVE (ISSUED),412656,6.03359E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,456 W HORTON RD,,BELLINGHAM,WA,WHATCOM,982260000,20180531,4253433192
SWELL FARMACY WA,ACTIVE (ISSUED),424967,6.03528E+15,MARIJUANA PRODUCER TIER 2,5411 GUIDE MERIDIAN,,BELLINGHAM,WA,WHATCOM,982269771,20180614,9175972405
GREENHAND,ACTIVE (ISSUED),424257,6.03118E+15,MARIJUANA RETAILER,10611 CANYON RD E,,PUYALLUP,WA,PIERCE,983734256,20180524,2537405648
"DANK'S WONDER EMPORIUM, LLC",ACTIVE (ISSUED),423571,6.0335E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6906 MARTIN WAY E,STE A,OLYMPIA,WA,THURSTON,985165567,20180328,2535075435
EXILE,ACTIVE (ISSUED),412702,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,695 ITALIAN CREEK RD STE A,,KALAMA,WA,COWLITZ,986259676,20180419,3602612506
CANNA PROCESSING,ACTIVE (ISSUED),419189,6.03477E+15,MARIJUANA PROCESSOR,2845 OCEAN AVE STE B,,RAYMOND,WA,PACIFIC,985774909,20180608,2064068987
NEXT STEPS,ACTIVE (ISSUED),421698,6.03572E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2804 E 30TH AVE,,SPOKANE,WA,SPOKANE,992234782,20180208,5202508988
DEEP FLOWER,ACTIVE (ISSUED),416619,6.03386E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,4 E MOUNTAIN VIEW ROAD,,CAMANO ISLAND,WA,ISLAND,982820000,20180319,2068772937
THE ROYAL LINES,ACTIVE (ISSUED),423378,6.0417E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5016 E ELK TO HWY RD UNIT A3,UNIT A3,ELK,WA,SPOKANE,990098545,20180612,7146230505
PACPAP,PENDING (ISSUED),416230,6.03356E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6123 199TH AVE SE STE 2,,TENINO,WA,THURSTON,985899519,20180612,2068514848
T BROTHERS BUD LODGE,ACTIVE (ISSUED),414002,6.03468E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,5740 RUDDEL RD  STE C,,LACEY,WA,THURSTON,985030000,20180403,3607917139
